"site.id","RMSE","r.squared","p.value","Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","Intercept.SE","lnQ.SE","DECTIME.SE","sin.DECTIME.SE","cos.DECTIME.SE","Intercept.p.value","lnQ.p.value","DECTIME.p.value","sin.DECTIME.p.value","cos.DECTIME.p.value"
"",0.337576044921997,70.886494248474,3.1962971136501e-07,4.75191651816588,0.73111531857318,0.00034961692047912,0.0721351898475107,0.00114041838470427,0.0636001823519873,0.173026323606154,0.0625329962359289,0.111186532388514,0.0947476210565203,2.86312270391475e-36,5.9195661973154e-05,0.995096414308189,0.477663954391549,0.989443595846632
