"site.id","RMSE","r.squared","p.value","Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","Intercept.SE","lnQ.SE","DECTIME.SE","sin.DECTIME.SE","cos.DECTIME.SE","Intercept.p.value","lnQ.p.value","DECTIME.p.value","sin.DECTIME.p.value","cos.DECTIME.p.value"
"",0.602180488663447,25.9970405432153,0.000796682493452217,5.29313006760091,0.428553718441256,0.0560962668457168,0.122361733052305,-0.265055501134575,0.0770501345209607,0.183241182953275,0.0249165695133553,0.151574183136404,0.129421631561908,2.14858455324305e-62,0.0171833803491892,0.0215943034843519,0.401468835755157,0.0359666367968994
