"site.id","RMSE","r.squared","p.value","Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","Intercept.SE","lnQ.SE","DECTIME.SE","sin.DECTIME.SE","cos.DECTIME.SE","Intercept.p.value","lnQ.p.value","DECTIME.p.value","sin.DECTIME.p.value","cos.DECTIME.p.value"
"",0.556627490876871,37.4420251265019,7.20227432138287e-08,8.71404987778888,0.744543603281154,0.064574331397239,-0.211371190153407,-0.0924676135002966,0.0619293451932834,0.138972624161789,0.0152854732747512,0.114359783857772,0.094981994257571,5.12731071909176e-102,3.40186503257128e-07,3.54330431034381e-05,0.0592646312403196,0.31672271424889
