"Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","RMSE","R_Square","P_value"
8.93719342910311,0.744543603281272,0.0645743313972415,-0.211371190153494,-0.0924676135003418,0.556627490876914,37.4420251264968,7.20227432138287e-08
