"site.id","constituent","Month","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"Rac","NO23","1998-10",31,5041712.83397389,1585329.08773833,2634686.70340141,8779692.08189566,31,4543581.08968744,1443092.50365392,2358532.60800374,7950893.1753302,31,1396423.88739496,NA,NA,NA,31,5857110.21798174,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1998-11",30,11057171.9457966,3586097.65287355,5658875.34087935,19548921.3790817,30,11752002.1512088,3747006.66099032,6084547.38081161,20603847.1011327,30,3062550.2761873,NA,NA,NA,30,7938515.80387265,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1998-12",31,6154006.89400599,1914200.38658638,3239083.87779367,10660692.7105851,31,5662098.31498198,1756128.40254329,2985810.78414656,9794995.81264316,31,1704500.53641983,NA,NA,NA,31,4480272.20907685,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-01",31,4790309.98362996,1454415.78539103,2561229.43880319,8203202.17660344,31,3723739.01607191,1142174.57610536,1977920.52176583,6407664.4911759,31,1326791.80854792,NA,NA,NA,31,3256246.12667446,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-02",28,36714991.5748016,11870716.5859741,18829949.0337282,64812345.590421,28,40145303.9337788,12554420.4973069,21055327.1939375,69724533.4458501,28,10169101.8407621,NA,NA,NA,28,11458234.0367854,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-03",31,52172594.1041289,15186106.4884698,28644105.9079857,87605267.4116655,31,53248465.3218739,15098482.6039745,29703323.4629778,88353720.333163,31,17434148.5131783,NA,NA,NA,31,18743750.6600394,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-04",30,528727766.255077,173388649.897823,268537351.311139,939938479.601596,30,217600890.206531,64586103.3738252,118029601.461502,368691503.209879,30,137635744.161882,NA,NA,NA,30,108638749.73036,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-05",31,266895931.946519,85799759.5780807,137417783.260443,469818111.258259,31,131691330.924278,35262344.2248763,75950170.162861,213065502.630489,31,87367380.8821164,NA,NA,NA,31,93755204.0101492,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-06",30,196323170.347561,61717263.0548714,102610780.205521,341838750.358929,30,96367481.4022613,25915196.371928,55442501.4566067,156204844.14703,30,113661617.000895,NA,NA,NA,30,100847983.686778,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"Rac","NO23","1999-07",31,70507279.0958579,24439573.4124313,34424821.2194293,128920063.497205,31,45808011.0877083,12883386.0670209,25677305.9063171,75730648.1128133,31,60127038.6491687,NA,NA,NA,31,49426266.2006787,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
