"site.id","constituent","Month","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"ORIZ02900","PT","2001-01",31,35764.8813027858,10282.1918906512,19784.9264004088,59715.8905779454,31,39435.2913248152,18382.3877634615,14987.8262603909,85239.0250619106,31,16680.3091937627,NA,NA,NA,31,29994.9955067144,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-02",28,32128.417790261,9446.19168548339,17530.1407320429,54198.333212456,28,37145.500959319,16886.2635475619,14460.2821904166,79077.1580244431,28,14984.30647959,NA,NA,NA,28,33084.2463692512,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-03",31,24274.2280889892,7808.23567162843,12493.0222763508,42742.7797852849,31,24689.6511491218,10976.7631117892,9813.78923791463,51863.2411765394,31,11321.2071510732,NA,NA,NA,31,22079.9761573714,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-04",30,21159.1919612841,6790.27307244241,10907.1921565697,37214.7723956549,30,22841.3730577022,9956.70028939913,9245.077928727,47422.1926581919,30,9868.39187903388,NA,NA,NA,30,19031.5935281194,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-05",31,19473.5569456348,6075.25139342286,10229.6502599428,33782.6186333522,31,21891.6126725248,9323.26657720598,9048.18710854575,44833.8113936851,31,9082.23204223612,NA,NA,NA,31,14873.185037255,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-06",30,19407.2143870312,5929.38806963744,10334.6701064648,33332.8440671512,30,23940.2651099745,10010.3948073935,10056.5444068479,48509.8419087974,30,9051.29067324311,NA,NA,NA,30,11809.6381439678,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-07",31,20284.2809328105,6134.9679274769,10872.1437703484,34672.8872682927,31,28985.661019022,11986.987510879,12293.6164737279,58360.8292394599,31,9460.34392981488,NA,NA,NA,31,9332.23194804803,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-08",31,22456.1173118917,6748.81503071676,12085.0446202326,38270.7481427007,31,35175.339786995,14440.8343123735,15013.2427593815,70527.3871015373,31,10473.2622173161,NA,NA,NA,31,8092.20735295218,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-09",30,28295.4082704182,8202.06158980441,15574.4064505912,47422.0902424216,30,36562.6477033666,14516.1311568069,16054.2881912986,71931.0060076938,30,13196.6370787422,NA,NA,NA,30,11019.0032165279,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"ORIZ02900","PT","2001-10",31,33536.221459995,9411.46039376306,18822.7594057149,55388.7529003814,31,35520.7184229452,13848.5415320099,15832.7949600653,69175.6554242523,31,15640.8891283745,NA,NA,NA,31,14026.9365977001,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
