"site.id","constituent","RL5.eqn","RL5.RMSE","RL5.r.squared","RL5.p.value","RL5.cor.resid","RL5.PPCC","RL5.Intercept","RL5.lnQ","RL5.DECTIME","RL5.sin.DECTIME","RL5.cos.DECTIME","RL5.Intercept.SE","RL5.lnQ.SE","RL5.DECTIME.SE","RL5.sin.DECTIME.SE","RL5.cos.DECTIME.SE","RL5.Intercept.p.value","RL5.lnQ.p.value","RL5.DECTIME.p.value","RL5.sin.DECTIME.p.value","RL5.cos.DECTIME.p.value","RL7.eqn","RL7.RMSE","RL7.r.squared","RL7.p.value","RL7.cor.resid","RL7.PPCC","RL7.Intercept","RL7.lnQ","RL7.lnQ2","RL7.DECTIME","RL7.DECTIME2","RL7.sin.DECTIME","RL7.cos.DECTIME","RL7.Intercept.SE","RL7.lnQ.SE","RL7.lnQ2.SE","RL7.DECTIME.SE","RL7.DECTIME2.SE","RL7.sin.DECTIME.SE","RL7.cos.DECTIME.SE","RL7.Intercept.p.value","RL7.lnQ.p.value","RL7.lnQ2.p.value","RL7.DECTIME.p.value","RL7.DECTIME2.p.value","RL7.sin.DECTIME.p.value","RL7.cos.DECTIME.p.value","CMP.RMSE.log","CMP.reg.durbin.watson","CMP.reg.rho","CMP.int.durbin.watson","CMP.int.rho","CMP.correction.frac","INT.RMSE.lin","INT.durbin.watson","INT.rho","INT.acf1","INT.acf1demean","INT.corlag1","BRE.nstrata","loadflex.version","run.date"
"Musk","NO23","NO23 ~ model(7)",0.674389143053664,0.34508555079191,0,0.0723453967559618,0.859783813990618,0.0990910141056542,0.25219623591002,-0.0573013721206584,0.0729900510992334,0.460098734493689,0.0439843913869284,0.0577881062231354,0.0154703797920723,0.0791372532203551,0.0640393876450731,0.0235368287218106,1.52850431551058e-05,0.000224153787201459,0.351709486157075,5.11733276887983e-12,"NO23 ~ model(9)",0.668498623556867,0.361976618314584,0,0.0712969224339487,0.866303503494165,0.165291735599,0.273646868365355,-0.105078514492742,-0.0531090420270971,0.00472943486874148,0.0423009671363542,0.429382349616973,0.073787096880105,0.0587198105812479,0.042417340829981,0.0154329661740797,0.00660350305838734,0.079885667734847,0.0654859922519723,0.0237278151254348,3.75350422052079e-06,0.0124911968389292,0.000561788369721346,0.467517569779624,0.591070324018431,1.838246911141e-10,NA,1.66483945115801,0.165857097350101,1.66483945115801,0.165857097350101,0.375136360330173,0.413953431577327,0.102582587974643,0.947877167056792,0.94526393730069,0.644843167804997,0.644867205529654,7,"1.1.11","2017-06-11 21:40:33"
"Rac","NO23","NO23 ~ model(7)",0.967906198169214,0.385345915386487,0,0.554780946004532,0.902009575542763,1.86201825855111,0.573064659068842,-0.0632606407625517,0.419124602218838,0.498881167748652,0.0677802694067758,0.0658631662677499,0.0242222656835142,0.105600131333083,0.111594644850458,1.87252147638404e-77,2.56515138473008e-16,0.00878409644330395,7.93451966034244e-05,9.57984247358762e-06,"NO23 ~ model(9)",0.867804354308868,0.51005996839583,0,0.452561272909288,0.91618071200182,2.49108353278443,0.67655820286318,-0.224658518282642,-0.0866345424673313,-0.0289133469148041,0.361756386012328,0.668373836343439,0.111420469176509,0.0629365874088502,0.0306793844580069,0.0219281115238248,0.0090986641019883,0.0961130371602073,0.103280030893585,4.70975041235433e-62,7.49102746312374e-23,1.74284814128383e-12,7.9802223827237e-05,0.00141867478003386,0.000167383277421788,2.96756281006474e-10,NA,0.723604288439332,0.636756933567451,0.723604288439332,0.636756933567451,0.802512942090238,2.28381989949587,0.0779563710710668,0.960247823719143,0.957638234781797,0.815536859447912,0.815555386469434,6,"1.1.11","2017-06-11 21:40:33"
