"site.id","constituent","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL5.years.record","RL5.years.complete","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","RL7.years.record","RL7.years.complete","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","CMP.years.record","CMP.years.complete","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","INT.years.record","INT.years.complete","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","BRE.years.record","BRE.years.complete","loadflex.version","run.date"
"ORIZ02900","NO3",68825.8381168539,7218.22508385834,55763.1526419234,84024.3036269863,12,11,68759.9315819978,7140.56262698809,55827.239435107,83784.9875020885,12,11,61213.6603294685,NA,NA,NA,12,11,65082.2861164103,NA,NA,NA,12,11,79821.2534760596,7268.47784515571,65575.0368995544,94067.4700525649,12,0,"1.2.0","2017-12-12 14:31:59"
