"date","Q"
2002-01-01,101.940646927238
2002-01-02,96.277277653503
2002-01-03,90.6139083797675
2002-01-04,84.9505391060321
2002-01-05,82.1188544691643
2002-01-06,79.2871698322966
2002-01-07,79.2871698322966
2002-01-08,77.8713275138627
2002-01-09,76.4554851954289
2002-01-10,76.4554851954289
2002-01-11,82.1188544691643
2002-01-12,96.277277653503
2002-01-13,107.604016200974
2002-01-14,110.435700837842
2002-01-15,113.267385474709
2002-01-16,113.267385474709
2002-01-17,113.267385474709
2002-01-18,110.435700837842
2002-01-19,104.772331564106
2002-01-20,101.940646927238
2002-01-21,96.277277653503
2002-01-22,92.3129191618882
2002-01-23,94.2950984076956
2002-01-24,131.956504078036
2002-01-25,149.512948826616
2002-01-26,159.423845055654
2002-01-27,175.5644474858
2002-01-28,164.520877402015
2002-01-29,152.627801927171
2002-01-30,146.114927262375
2002-01-31,208.978326200839
2002-02-01,319.980363966054
2002-02-02,458.732911172573
2002-02-03,523.861657820531
2002-02-04,444.574487988234
2002-02-05,353.960579608467
2002-02-06,273.82390438511
2002-02-07,238.71101488795
2002-02-08,210.960505446646
2002-02-09,190.855544524885
2002-02-10,174.431773631052
2002-02-11,166.503056647823
2002-02-12,170.184246675751
2002-02-13,189.439702206451
2002-02-14,192.271386843319
2002-02-15,166.78622511151
2002-02-16,150.92879114505
2002-02-17,142.433737234447
2002-02-18,135.637694105965
2002-02-19,126.859471731675
2002-02-20,123.461450167433
2002-02-21,140.734726452326
2002-02-22,148.097106508183
2002-02-23,169.334741284691
2002-02-24,169.901078212064
2002-02-25,154.893149636665
2002-02-26,137.053536424398
2002-02-27,137.903041815459
2002-02-28,137.336704888085
2002-03-01,135.637694105965
2002-03-02,129.124819441169
2002-03-03,141.584231843387
2002-03-04,179.811974441101
2002-03-05,223.986254776238
2002-03-06,210.111000055586
2002-03-07,186.891186033271
2002-03-08,162.538698156208
2002-03-09,151.495128072424
2002-03-10,152.061464999797
2002-03-11,157.724834273533
2002-03-12,166.219888184136
2002-03-13,159.70701351934
2002-03-14,146.398095726062
2002-03-15,134.221851787531
2002-03-16,174.998110558426
2002-03-17,182.360490614282
2002-03-18,240.126857206384
2002-03-19,258.815975809711
2002-03-20,286.000148323641
2002-03-21,288.831832960509
2002-03-22,283.168463686774
2002-03-23,288.831832960509
2002-03-24,257.11696502759
2002-03-25,212.37634776508
2002-03-26,288.831832960509
2002-03-27,481.386388267515
2002-03-28,574.83198128415
2002-03-29,622.970620110902
2002-03-30,605.980512289695
2002-03-31,600.31714301596
2002-04-01,560.673558099812
2002-04-02,498.376496088721
2002-04-03,419.089326256425
2002-04-04,396.435849161483
2002-04-05,461.564595809441
2002-04-06,464.396280446309
2002-04-07,385.109110614012
2002-04-08,331.307102513525
2002-04-09,297.326886871112
2002-04-10,282.035789832026
2002-04-11,273.257567457736
2002-04-12,253.718943463349
2002-04-13,274.107072848797
2002-04-14,424.75269553016
2002-04-15,804.198436870437
2002-04-16,804.198436870437
2002-04-17,758.891482680553
2002-04-18,761.723167317421
2002-04-19,719.247897764405
2002-04-20,617.307250837166
2002-04-21,603.148827652828
2002-04-22,574.83198128415
2002-04-23,509.703234636192
2002-04-24,421.921010893293
2002-04-25,356.792264245335
2002-04-26,300.15857150798
2002-04-27,263.346671228699
2002-04-28,365.287318155938
2002-04-29,419.089326256425
2002-04-30,450.23785726197
2002-05-01,376.614056703409
2002-05-02,385.109110614012
2002-05-03,373.782372066541
2002-05-04,376.614056703409
2002-05-05,345.465525697864
2002-05-06,280.619947513593
2002-05-07,263.063502765013
2002-05-08,272.408062066676
2002-05-09,336.970471787261
2002-05-10,317.148679329186
2002-05-11,276.089252094604
2002-05-12,248.621911116987
2002-05-13,351.128894971599
2002-05-14,690.931051395727
2002-05-15,741.901374859347
2002-05-16,739.069690222479
2002-05-17,702.257789943198
2002-05-18,727.742951675008
2002-05-19,656.950835753315
2002-05-20,608.812196926563
2002-05-21,529.525027094267
2002-05-22,472.891334356912
2002-05-23,390.772479887747
2002-05-24,328.475417876657
2002-05-25,294.495202234244
2002-05-26,260.798155055518
2002-05-27,235.879330251082
2002-05-28,227.667444804166
2002-05-29,279.204105195159
2002-05-30,322.812048602922
2002-05-31,356.792264245335
2002-06-01,331.307102513525
2002-06-02,281.186284440966
2002-06-03,211.52684237402
2002-06-04,214.641695474574
2002-06-05,342.633841060996
2002-06-06,673.940943574521
2002-06-07,860.832129607792
2002-06-08,798.535067596701
2002-06-09,747.564744133082
2002-06-10,673.940943574521
2002-06-11,566.336927373547
2002-06-12,470.059649720044
2002-06-13,379.445741340277
2002-06-14,269.010040502435
2002-06-15,246.922900334867
2002-06-16,231.065466368407
2002-06-17,212.942684692454
2002-06-18,185.758512178523
2002-06-19,163.388203547268
2002-06-20,147.530769580809
2002-06-21,133.655514860157
2002-06-22,123.74461863112
2002-06-23,114.11689086577
2002-06-24,101.091141536178
2002-06-25,95.4277722624427
2002-06-26,91.1802453071411
2002-06-27,91.7465822345146
2002-06-28,163.105035083582
2002-06-29,144.132748016568
2002-06-30,120.912933994252
2002-07-01,110.718869301528
2002-07-02,97.9762884356236
2002-07-03,87.499055279213
2002-07-04,81.8356860054776
2002-07-05,77.5881590501759
2002-07-06,71.6416213127537
2002-07-07,66.8277574300786
2002-07-08,62.2970620110902
2002-07-09,59.1822089105357
2002-07-10,71.0752843853802
2002-07-11,95.7109407261295
2002-07-12,86.9327183518395
2002-07-13,55.7841873462944
2002-07-14,54.3683450278605
2002-07-15,54.9346819552341
2002-07-16,50.4039865362457
2002-07-17,48.1386388267515
2002-07-18,44.4574487988234
2002-07-19,45.3069541898838
2002-07-20,49.2713126814986
2002-07-21,52.1029973183663
2002-07-22,52.6693342457399
2002-07-23,50.9703234636192
2002-07-24,52.1029973183663
2002-07-25,51.253491927306
2002-07-26,48.4218072904383
2002-07-27,42.475269553016
2002-07-28,39.3604164524615
2002-07-29,39.0772479887748
2002-07-30,38.5109110614012
2002-07-31,37.0950687429673
2002-08-01,35.3960579608467
2002-08-02,38.2277425977144
2002-08-03,36.245563351907
2002-08-04,33.9802156424128
2002-08-05,31.9980363966054
2002-08-06,31.7148679329186
2002-08-07,30.5821940781715
2002-08-08,31.9980363966054
2002-08-09,32.8475417876657
2002-08-10,30.5821940781715
2002-08-11,28.6000148323641
2002-08-12,27.5239746703544
2002-08-13,26.2213997373952
2002-08-14,27.3257567457736
2002-08-15,28.0336779049906
2002-08-16,26.9859545893495
2002-08-17,27.4107072848797
2002-08-18,29.4495202234245
2002-08-19,33.1307102513525
2002-08-20,34.2633841060996
2002-08-21,29.1663517597377
2002-08-22,27.2124893602989
2002-08-23,26.1930828910266
2002-08-24,25.9948649664458
2002-08-25,35.3960579608467
2002-08-26,48.9881442178118
2002-08-27,49.5544811451854
2002-08-28,43.0416064803896
2002-08-29,34.8297210334731
2002-08-30,28.175262136834
2002-08-31,26.3913008156073
2002-09-01,23.7295172569516
2002-09-02,22.2853580921491
2002-09-03,21.4641695474574
2002-09-04,23.2481308686841
2002-09-05,21.4075358547201
2002-09-06,19.4536734552813
2002-09-07,21.6340706256695
2002-09-08,22.8800118658913
2002-09-09,21.945555935725
2002-09-10,19.7368419189681
2002-09-11,18.3493164469029
2002-09-12,17.726345826792
2002-09-13,16.2538698156208
2002-09-14,15.1495128072424
2002-09-15,16.4520877402015
2002-09-16,20.1615946144983
2002-09-17,21.8322885502502
2002-09-18,28.8831832960509
2002-09-19,31.4316994692319
2002-09-20,29.7326886871112
2002-09-21,30.5821940781715
2002-09-22,28.1186284440966
2002-09-23,28.2035789832026
2002-09-24,28.6000148323641
2002-09-25,24.4657552625372
2002-09-26,22.1720907066744
2002-09-27,41.6257641619557
2002-09-28,56.0673558099812
2002-09-29,66.8277574300786
2002-09-30,74.4733059496214
2002-10-01,62.580230474777
2002-10-02,47.0059649720044
2002-10-03,39.3604164524615
2002-10-04,36.8119002792806
2002-10-05,37.6614056703409
2002-10-06,37.9445741340277
2002-10-07,37.3782372066541
2002-10-08,38.5109110614012
2002-10-09,34.5465525697864
2002-10-10,26.2780334301326
2002-10-11,24.663973187118
2002-10-12,23.8994183351637
2002-10-13,22.3136749385178
2002-10-14,19.9633766899175
2002-10-15,19.5386239943874
2002-10-16,32.564373323979
2002-10-17,34.5465525697864
2002-10-18,28.1186284440966
2002-10-19,30.5821940781715
2002-10-20,36.245563351907
2002-10-21,35.3960579608467
2002-10-22,32.8475417876657
2002-10-23,30.2990256144848
2002-10-24,26.8160535111375
2002-10-25,25.7400133491277
2002-10-26,43.8911118714499
2002-10-27,49.8376496088721
2002-10-28,52.1029973183663
2002-10-29,60.3148827652828
2002-10-30,67.9604312848256
2002-10-31,44.4574487988234
2002-11-01,41.0594272345822
2002-11-02,41.0594272345822
2002-11-03,39.6435849161483
2002-11-04,37.0950687429673
2002-11-05,33.4138787150393
2002-11-06,41.6257641619557
2002-11-07,43.8911118714499
2002-11-08,48.1386388267515
2002-11-09,46.1564595809441
2002-11-10,50.9703234636192
2002-11-11,77.8713275138627
2002-11-12,152.061464999797
2002-11-13,193.687229161753
2002-11-14,163.388203547268
2002-11-15,114.11689086577
2002-11-16,97.4099515082501
2002-11-17,90.3307399160808
2002-11-18,89.7644029887072
2002-11-19,97.4099515082501
2002-11-20,93.1624245529485
2002-11-21,94.8614353350691
2002-11-22,102.790152318299
2002-11-23,106.754510809914
2002-11-24,124.310955558494
2002-11-25,139.602052597579
2002-11-26,140.45155798864
2002-11-27,125.160460949554
2002-11-28,117.798080893698
2002-11-29,105.33866849148
2002-11-30,103.356489245672
2002-12-01,95.9941091898162
2002-12-02,89.4812345250204
2002-12-03,84.3842021786585
2002-12-04,79.5703382959834
2002-12-05,70.7921159216934
2002-12-06,65.1287466479579
2002-12-07,59.4653773742224
2002-12-08,53.802008100487
2002-12-09,50.9703234636192
2002-12-10,48.1386388267515
2002-12-11,53.802008100487
2002-12-12,65.1287466479579
2002-12-13,75.6059798043685
2002-12-14,111.851543156276
2002-12-15,112.134711619962
2002-12-16,132.239672541723
2002-12-17,158.291171200906
2002-12-18,129.691156368542
2002-12-19,131.106998686976
2002-12-20,222.570412457804
2002-12-21,269.859545893495
2002-12-22,280.903115977279
2002-12-23,255.701122709157
2002-12-24,224.552591703611
2002-12-25,182.926827541656
2002-12-26,165.370382793076
2002-12-27,150.362454217677
2002-12-28,136.204031033338
2002-12-29,118.364417821071
2002-12-30,105.905005418853
2002-12-31,113.267385474709
2003-01-01,254.568448854409
2003-01-02,481.386388267515
2003-01-03,560.673558099812
2003-01-04,475.72301899378
2003-01-05,393.604164524615
2003-01-06,328.475417876657
2003-01-07,262.780334301326
2003-01-08,238.427846424263
2003-01-09,203.881293854477
2003-01-10,181.227816759535
2003-01-11,152.910970390858
2003-01-12,130.257493295916
2003-01-13,118.930754748445
2003-01-14,104.772331564106
2003-01-15,96.277277653503
2003-01-16,90.6139083797675
2003-01-17,87.7822237428998
2003-01-18,82.1188544691643
2003-01-19,79.2871698322966
2003-01-20,76.4554851954289
2003-01-21,73.6238005585611
2003-01-22,70.7921159216934
2003-01-23,67.9604312848256
2003-01-24,66.5445889663918
2003-01-25,65.1287466479579
2003-01-26,63.7129043295241
2003-01-27,62.2970620110902
2003-01-28,60.8812196926563
2003-01-29,59.4653773742224
2003-01-30,58.0495350557886
2003-01-31,56.6336927373547
2003-02-01,55.2178504189208
2003-02-02,53.802008100487
2003-02-03,67.9604312848256
2003-02-04,120.063428603192
2003-02-05,184.059501396403
2003-02-06,239.56052027901
2003-02-07,214.641695474574
2003-02-08,168.48523589363
2003-02-09,127.425808659048
2003-02-10,113.267385474709
2003-02-11,107.604016200974
2003-02-12,96.277277653503
2003-02-13,87.7822237428998
2003-02-14,79.2871698322966
2003-02-15,70.7921159216934
2003-02-16,65.1287466479579
2003-02-17,59.4653773742224
2003-02-18,56.6336927373547
2003-02-19,65.1287466479579
2003-02-20,79.2871698322966
2003-02-21,92.8792560892617
2003-02-22,108.453521592034
2003-02-23,305.821940781715
2003-02-24,481.386388267515
2003-02-25,501.208180725589
2003-02-26,424.75269553016
2003-02-27,353.960579608467
2003-02-28,279.487273658845
2003-03-01,264.19617661976
2003-03-02,243.808047234312
2003-03-03,242.675373379565
2003-03-04,271.275388211929
2003-03-05,404.930903072086
2003-03-06,642.792412568976
2003-03-07,651.287466479579
2003-03-08,591.822089105357
2003-03-09,682.435997485124
2003-03-10,741.901374859347
2003-03-11,727.742951675008
2003-03-12,656.950835753315
2003-03-13,603.148827652828
2003-03-14,639.960727932108
2003-03-15,682.435997485124
2003-03-16,685.267682121992
2003-03-17,642.792412568976
2003-03-18,614.475566200299
2003-03-19,538.02008100487
2003-03-20,464.396280446309
2003-03-21,413.425956982689
2003-03-22,390.772479887747
2003-03-23,322.812048602922
2003-03-24,263.629839692386
2003-03-25,259.382312737085
2003-03-26,260.231818128145
2003-03-27,291.663517597377
2003-03-28,305.821940781715
2003-03-29,286.000148323641
2003-03-30,270.992219748242
2003-03-31,288.831832960509
2003-04-01,281.75262136834
2003-04-02,250.887258826481
2003-04-03,220.871401675683
2003-04-04,210.394168519273
2003-04-05,265.612018938194
2003-04-06,393.604164524615
2003-04-07,526.693342457399
2003-04-08,617.307250837166
2003-04-09,645.624097205844
2003-04-10,631.465674021505
2003-04-11,498.376496088721
2003-04-12,430.416064803896
2003-04-13,362.45563351907
2003-04-14,300.15857150798
2003-04-15,255.984291172843
2003-04-16,221.15457013937
2003-04-17,195.386239943874
2003-04-18,182.926827541656
2003-04-19,173.015931312619
2003-04-20,162.538698156208
2003-04-21,166.219888184136
2003-04-22,167.918898966257
2003-04-23,174.148605167366
2003-04-24,166.503056647823
2003-04-25,155.176318100352
2003-04-26,146.398095726062
2003-04-27,136.487199497025
2003-04-28,125.443629413241
2003-04-29,112.701048547336
2003-04-30,107.887184664661
2003-05-01,124.59412402218
2003-05-02,126.859471731675
2003-05-03,117.798080893698
2003-05-04,142.716905698134
2003-05-05,174.714942094739
2003-05-06,225.685265558359
2003-05-07,273.540735921423
2003-05-08,286.000148323641
2003-05-09,396.435849161483
2003-05-10,634.297358658373
2003-05-11,693.762736032595
2003-05-12,690.931051395727
2003-05-13,654.119151116447
2003-05-14,588.990404468489
2003-05-15,572.000296647283
2003-05-16,654.119151116447
2003-05-17,730.574636311876
2003-05-18,665.445889663918
2003-05-19,577.663665921018
2003-05-20,538.02008100487
2003-05-21,572.000296647283
2003-05-22,586.158719831621
2003-05-23,521.029973183663
2003-05-24,447.406172625102
2003-05-25,365.287318155938
2003-05-26,319.980363966054
2003-05-27,272.124893602989
2003-05-28,244.091215697999
2003-05-29,227.950613267853
2003-05-30,214.924863938261
2003-05-31,196.802082262308
2003-06-01,226.251602485732
2003-06-02,239.277351815324
2003-06-03,280.053610586219
2003-06-04,319.980363966054
2003-06-05,314.316994692319
2003-06-06,255.134785781783
2003-06-07,242.109036452191
2003-06-08,222.570412457804
2003-06-09,232.481308686841
2003-06-10,244.374384161686
2003-06-11,260.798155055518
2003-06-12,256.26745963653
2003-06-13,288.831832960509
2003-06-14,382.277425977144
2003-06-15,453.069541898838
2003-06-16,444.574487988234
2003-06-17,467.227965083176
2003-06-18,387.94079525088
2003-06-19,294.495202234244
2003-06-20,257.11696502759
2003-06-21,227.950613267853
2003-06-22,199.350598435489
2003-06-23,181.794153686909
2003-06-24,157.441665809846
2003-06-25,130.257493295916
2003-06-26,118.081249357385
2003-06-27,111.568374692589
2003-06-28,103.639657709359
2003-06-29,97.4099515082501
2003-06-30,91.7465822345146
2003-07-01,87.7822237428998
2003-07-02,86.6495498881527
2003-07-03,88.0653922065866
2003-07-04,97.4099515082501
2003-07-05,97.4099515082501
2003-07-06,112.417880083649
2003-07-07,108.453521592034
2003-07-08,108.453521592034
2003-07-09,191.138712988572
2003-07-10,305.821940781715
2003-07-11,373.782372066541
2003-07-12,365.287318155938
2003-07-13,345.465525697864
2003-07-14,300.15857150798
2003-07-15,265.04568201082
2003-07-16,235.312993323709
2003-07-17,201.049609217609
2003-07-18,172.166425921558
2003-07-19,150.645622681364
2003-07-20,131.390167150663
2003-07-21,117.798080893698
2003-07-22,111.851543156276
2003-07-23,123.461450167433
2003-07-24,203.031788463417
2003-07-25,240.126857206384
2003-07-26,230.215960977347
2003-07-27,218.322885502502
2003-07-28,192.554555307006
2003-07-29,209.261494664526
2003-07-30,237.295172569516
2003-07-31,224.835760167298
2003-08-01,222.853580921491
2003-08-02,223.419917848864
2003-08-03,229.366455586287
2003-08-04,264.479345083447
2003-08-05,283.168463686774
2003-08-06,305.821940781715
2003-08-07,279.204105195159
2003-08-08,271.275388211929
2003-08-09,259.099144273398
2003-08-10,273.257567457736
2003-08-11,251.736764217542
2003-08-12,229.0832871226
2003-08-13,209.544663128212
2003-08-14,182.360490614282
2003-08-15,148.663443435556
2003-08-16,131.106998686976
2003-08-17,135.354525642278
2003-08-18,178.962469050041
2003-08-19,194.253566089127
2003-08-20,182.077322150595
2003-08-21,156.308991955099
2003-08-22,158.00800273722
2003-08-23,140.168389524953
2003-08-24,124.877292485867
2003-08-25,118.364417821071
2003-08-26,104.489163100419
2003-08-27,97.1267830445633
2003-08-28,124.310955558494
2003-08-29,117.798080893698
2003-08-30,139.035715670206
2003-08-31,359.623948882202
2003-09-01,373.782372066541
2003-09-02,461.564595809441
2003-09-03,645.624097205844
2003-09-04,739.069690222479
2003-09-05,699.426105306331
2003-09-06,566.336927373547
2003-09-07,404.930903072086
2003-09-08,319.980363966054
2003-09-09,266.461524329254
2003-09-10,234.463487932648
2003-09-11,196.235745334934
2003-09-12,168.768404357317
2003-09-13,156.025823491412
2003-09-14,146.681264189749
2003-09-15,137.619873351772
2003-09-16,127.992145586422
2003-09-17,121.762439385313
2003-09-18,118.364417821071
2003-09-19,219.172390893563
2003-09-20,322.812048602922
2003-09-21,399.267533798351
2003-09-22,416.257641619557
2003-09-23,574.83198128415
2003-09-24,639.960727932108
2003-09-25,529.525027094267
2003-09-26,444.574487988234
2003-09-27,419.089326256425
2003-09-28,671.109258937653
2003-09-29,693.762736032595
2003-09-30,622.970620110902
2003-10-01,521.029973183663
2003-10-02,455.901226535705
2003-10-03,385.109110614012
2003-10-04,308.653625418583
2003-10-05,257.400133491277
2003-10-06,216.057537793008
2003-10-07,189.156533742765
2003-10-08,173.015931312619
2003-10-09,161.122855837774
2003-10-10,144.699084943941
2003-10-11,137.903041815459
2003-10-12,132.239672541723
2003-10-13,125.160460949554
2003-10-14,125.160460949554
2003-10-15,160.839687374087
2003-10-16,196.802082262308
2003-10-17,246.073394943806
2003-10-18,226.534770949419
2003-10-19,207.562483882405
2003-10-20,195.952576871247
2003-10-21,173.582268239992
2003-10-22,158.00800273722
2003-10-23,144.132748016568
2003-10-24,138.186210279145
2003-10-25,133.37234639647
2003-10-26,130.257493295916
2003-10-27,145.265421871315
2003-10-28,170.184246675751
2003-10-29,213.22585315614
2003-10-30,216.623874720382
2003-10-31,208.128820809779
2003-11-01,204.164462318164
2003-11-02,187.174354496957
2003-11-03,170.467415139438
2003-11-04,156.592160418786
2003-11-05,157.158497346159
2003-11-06,154.326812709292
2003-11-07,146.114927262375
2003-11-08,145.831758798688
2003-11-09,143.000074161821
2003-11-10,133.37234639647
2003-11-11,130.257493295916
2003-11-12,274.67340977617
2003-11-13,259.948649664458
2003-11-14,238.144677960577
2003-11-15,254.285280390723
2003-11-16,247.772405725927
2003-11-17,217.473380111442
2003-11-18,193.404060698066
2003-11-19,208.978326200839
2003-11-20,227.384276340479
2003-11-21,260.231818128145
2003-11-22,286.000148323641
2003-11-23,277.788262876725
2003-11-24,243.808047234312
2003-11-25,232.198140223154
2003-11-26,221.720907066744
2003-11-27,212.659516228767
2003-11-28,339.802156424128
2003-11-29,481.386388267515
2003-11-30,622.970620110902
2003-12-01,594.653773742224
2003-12-02,501.208180725589
2003-12-03,470.059649720044
2003-12-04,416.257641619557
2003-12-05,362.45563351907
2003-12-06,345.465525697864
2003-12-07,331.307102513525
2003-12-08,319.980363966054
2003-12-09,302.990256144848
2003-12-10,297.326886871112
2003-12-11,421.921010893293
2003-12-12,560.673558099812
2003-12-13,560.673558099812
2003-12-14,512.53491927306
2003-12-15,424.75269553016
2003-12-16,365.287318155938
2003-12-17,455.901226535705
2003-12-18,472.891334356912
2003-12-19,467.227965083176
2003-12-20,430.416064803896
2003-12-21,368.119002792806
2003-12-22,319.980363966054
2003-12-23,291.663517597377
2003-12-24,353.960579608467
2003-12-25,481.386388267515
2003-12-26,512.53491927306
2003-12-27,453.069541898838
2003-12-28,399.267533798351
2003-12-29,359.623948882202
2003-12-30,368.119002792806
2003-12-31,458.732911172573
2004-01-01,495.544811451854
2004-01-02,543.683450278605
2004-01-03,659.782520390182
2004-01-04,1152.49564720517
2004-01-05,1421.5056877076
2004-01-06,1090.19858519408
2004-01-07,906.139083797675
2004-01-08,889.148975976469
2004-01-09,869.327183518395
2004-01-10,877.822237428998
2004-01-11,843.842021786585
2004-01-12,821.188544691643
2004-01-13,804.198436870437
2004-01-14,764.554851954289
2004-01-15,747.564744133082
2004-01-16,730.574636311876
2004-01-17,696.594420669463
2004-01-18,662.61420502705
2004-01-19,645.624097205844
2004-01-20,620.138935474034
2004-01-21,569.168612010415
2004-01-22,526.693342457399
2004-01-23,427.584380167028
2004-01-24,254.002111927036
2004-01-25,202.182283072356
2004-01-26,184.059501396403
2004-01-27,183.776332932716
2004-01-28,180.378311368475
2004-01-29,191.705049915946
2004-01-30,184.909006787463
2004-01-31,156.875328882473
2004-02-01,141.867400307074
2004-02-02,146.114927262375
2004-02-03,216.907043184069
2004-02-04,370.950687429673
2004-02-05,413.425956982689
2004-02-06,798.535067596701
2004-02-07,872.158868155263
2004-02-08,818.356860054776
2004-02-09,730.574636311876
2004-02-10,668.277574300786
2004-02-11,620.138935474034
2004-02-12,552.178504189208
2004-02-13,472.891334356912
2004-02-14,376.614056703409
2004-02-15,319.980363966054
2004-02-16,266.178355865567
2004-02-17,222.570412457804
2004-02-18,208.411989273465
2004-02-19,204.164462318164
2004-02-20,209.544663128212
2004-02-21,263.346671228699
2004-02-22,356.792264245335
2004-02-23,382.277425977144
2004-02-24,353.960579608467
2004-02-25,325.64373323979
2004-02-26,322.812048602922
2004-02-27,258.815975809711
2004-02-28,283.168463686774
2004-02-29,252.019932681228
2004-03-01,231.914971759468
2004-03-02,261.364491982892
2004-03-03,305.821940781715
2004-03-04,336.970471787261
2004-03-05,368.119002792806
2004-03-06,419.089326256425
2004-03-07,421.921010893293
2004-03-08,379.445741340277
2004-03-09,356.792264245335
2004-03-10,336.970471787261
2004-03-11,300.15857150798
2004-03-12,261.364491982892
2004-03-13,238.71101488795
2004-03-14,222.287243994117
2004-03-15,209.261494664526
2004-03-16,199.633766899175
2004-03-17,197.934756117055
2004-03-18,189.722870670138
2004-03-19,227.667444804166
2004-03-20,266.461524329254
2004-03-21,351.128894971599
2004-03-22,472.891334356912
2004-03-23,489.881442178118
2004-03-24,453.069541898838
2004-03-25,393.604164524615
2004-03-26,359.623948882202
2004-03-27,345.465525697864
2004-03-28,359.623948882202
2004-03-29,404.930903072086
2004-03-30,458.732911172573
2004-03-31,651.287466479579
2004-04-01,736.238005585611
2004-04-02,841.010337149717
2004-04-03,838.17865251285
2004-04-04,801.366752233569
2004-04-05,764.554851954289
2004-04-06,699.426105306331
2004-04-07,617.307250837166
2004-04-08,535.188396368002
2004-04-09,495.544811451854
2004-04-10,450.23785726197
2004-04-11,393.604164524615
2004-04-12,362.45563351907
2004-04-13,455.901226535705
2004-04-14,665.445889663918
2004-04-15,750.39642876995
2004-04-16,707.921159216934
2004-04-17,591.822089105357
2004-04-18,526.693342457399
2004-04-19,509.703234636192
2004-04-20,467.227965083176
2004-04-21,438.911118714499
2004-04-22,407.762587708954
2004-04-23,546.515134915473
2004-04-24,648.455781842711
2004-04-25,620.138935474034
2004-04-26,540.851765641737
2004-04-27,419.089326256425
2004-04-28,379.445741340277
2004-04-29,348.297210334731
2004-04-30,311.485310055451
2004-05-01,286.000148323641
2004-05-02,302.990256144848
2004-05-03,433.247749440764
2004-05-04,549.346819552341
2004-05-05,546.515134915473
2004-05-06,464.396280446309
2004-05-07,413.425956982689
2004-05-08,365.287318155938
2004-05-09,342.633841060996
2004-05-10,319.980363966054
2004-05-11,282.035789832026
2004-05-12,261.364491982892
2004-05-13,231.631803295781
2004-05-14,201.615946144983
2004-05-15,195.952576871247
2004-05-16,193.12089223438
2004-05-17,208.411989273465
2004-05-18,251.170427290168
2004-05-19,705.089474580066
2004-05-20,713.584528490669
2004-05-21,724.91126703814
2004-05-22,934.455930166353
2004-05-23,699.426105306331
2004-05-24,716.416213127537
2004-05-25,747.564744133082
2004-05-26,724.91126703814
2004-05-27,688.09936675886
2004-05-28,671.109258937653
2004-05-29,671.109258937653
2004-05-30,572.000296647283
2004-05-31,529.525027094267
2004-06-01,682.435997485124
2004-06-02,679.604312848257
2004-06-03,634.297358658373
2004-06-04,583.327035194754
2004-06-05,453.069541898838
2004-06-06,356.792264245335
2004-06-07,302.990256144848
2004-06-08,263.629839692386
