"site.id","RMSE","r.squared","p.value","Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","Intercept.SE","lnQ.SE","DECTIME.SE","sin.DECTIME.SE","cos.DECTIME.SE","Intercept.p.value","lnQ.p.value","DECTIME.p.value","sin.DECTIME.p.value","cos.DECTIME.p.value"
"",0.743918232321148,40.5375772662378,0.00455821288364944,3.11880258539196,0.257741213364824,-0.261103796386359,0.0736147849339985,0.336648751462184,0.140156080214535,0.381299084275543,0.137804316157346,0.245022387922976,0.20879586639297,3.65799259584217e-21,0.459580208327939,0.0443643220669573,0.741439571293751,0.0841716570116114
