"site.id","constituent","REG.model","REG.RMSE","REG.r.squared","REG.p.value","REG.Intercept","REG.lnQ","REG.DECTIME","REG.sin.DECTIME","REG.cos.DECTIME","REG.Intercept.SE","REG.lnQ.SE","REG.DECTIME.SE","REG.sin.DECTIME.SE","REG.cos.DECTIME.SE","REG.Intercept.p.value","REG.lnQ.p.value","REG.DECTIME.p.value","REG.sin.DECTIME.p.value","REG.cos.DECTIME.p.value","INT.site.id","INT.constituent","INT.RMSE.lin","INT.durbin.watson","INT.rho","INT.acf1","INT.acf1demean","INT.corlag1","CMP.RMSE.log","CMP.reg.durbin.watson","CMP.reg.rho","CMP.int.durbin.watson","CMP.int.rho","CMP.correction.frac"
"MOGU02900","PT","rloadest_7",0.636626711556876,62.469325071174,5.55111512312578e-16,6.24527413247801,1.39770447928896,-0.0182218579069502,-0.219904226450516,-0.0545345354822625,0.0721449950732025,0.159004999872154,0.0177337419336137,0.131775918463456,0.113181452395298,6.82373714765804e-81,1.41412715269336e-13,0.289839228907163,0.0897077985482483,0.625564805287237,"MOGU02900","PT",0.0506934931417591,0.294072187681215,0.852691973146743,0.838237363965462,0.20699925876701,0.208089234506338,0.853557509543575,1.66477462506744,0.164518843980342,1.66477462506744,0.164518843980342,0.355239599517667
