"site.id","RMSE","r.squared","p.value","Intercept","lnQ","DECTIME","sin.DECTIME","cos.DECTIME","Intercept.SE","lnQ.SE","DECTIME.SE","sin.DECTIME.SE","cos.DECTIME.SE","Intercept.p.value","lnQ.p.value","DECTIME.p.value","sin.DECTIME.p.value","cos.DECTIME.p.value"
"",0.750765808659463,11.3854094809656,0.0512478969877244,4.25128176452399,0.380408220775794,0.000788117380720295,-0.259993326141571,0.146601526711815,0.0868814497740621,0.215553685350685,0.0232768987187465,0.175017088495771,0.147608704140702,1.13160197217577e-61,0.0710414048920708,0.972080903323003,0.127472722069792,0.306221115276461
