"site.id","constituent","Season","RL5.n","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL7.n","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","CMP.n","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","INT.n","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","BRE.n","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","loadflex.version","run.date"
"MOGU02900","NO3","2001-01-01",89,2118368.46698249,375369.759421761,1477810.72018669,2944133.47637037,89,2853261.28787108,648063.898555052,1792697.58121392,4318473.3490312,89,2501137.61708257,NA,NA,NA,89,2501593.92809658,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2001-04-01",92,1554028.46697278,283493.321094539,1072349.16548576,2179536.77304868,92,1874463.14456022,386396.254830813,1230822.30410678,2738328.37137344,92,1868209.87169334,NA,NA,NA,92,1845536.94189527,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2001-07-01",92,1494079.21104162,257030.880661665,1053584.45237618,2057838.66781702,92,1556746.57963146,306300.373961347,1042497.91179245,2238025.29446979,92,1718468.31681665,NA,NA,NA,92,1729236.29487934,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2001-10-01",92,2185493.00518096,365689.95365577,1556340.28764049,2985396.41169434,92,2811123.247501,561281.038906608,1871077.47500769,4061539.57490243,92,2543744.4965237,NA,NA,NA,92,2919608.77426257,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2002-01-01",89,3348437.10004935,580439.996119186,2354769.64287022,4622511.14645931,89,3338054.84607251,683828.054058744,2197742.11505869,4865822.72689221,89,1484562.47323189,NA,NA,NA,89,1797330.91031221,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2002-04-01",92,2007404.05732467,320590.79234783,1452372.2093144,2705538.41403767,92,2310994.65107476,386864.730950296,1645453.28154656,3157252.64615488,92,2909155.21705779,NA,NA,NA,92,3102812.37102472,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2002-07-01",92,1958156.59040611,310245.428745106,1420476.66421216,2633258.32804404,92,2156549.14895562,355366.461339758,1543875.92530788,2932721.04085555,92,3231219.91715784,NA,NA,NA,92,2951230.89126269,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2002-10-01",92,1965337.58472051,311332.980353502,1425761.53885139,2642795.65780871,92,2160768.97383864,347116.191075979,1560278.38438999,2917084.65131524,92,1923138.79624282,NA,NA,NA,92,2009880.29004345,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2003-01-01",89,3133833.1583753,500350.365769842,2267556.64522998,4223393.04552486,89,3017217.8693406,483491.142713152,2180531.25021232,4070426.56527211,89,1732147.23272522,NA,NA,NA,89,1775783.74245813,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2003-04-01",92,2039503.56949287,313198.694975222,1494534.22708754,2719068.79834744,92,2147110.85563903,320011.681549822,1588224.53066069,2839587.78273245,92,2207449.06738672,NA,NA,NA,92,2131706.32017056,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2003-07-01",92,1694871.95441632,260890.967244193,1241053.68035675,2261064.36330914,92,1461740.98604008,227480.797716628,1066587.92472223,1955922.02527425,92,1184437.78244776,NA,NA,NA,92,1197924.23480338,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2003-10-01",92,1920583.96365337,293380.706497631,1409759.6653436,2556842.31672867,92,1926345.25105094,285219.646081275,1427823.03940576,2543172.94547921,92,2109216.19992298,NA,NA,NA,92,1762479.47822796,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2004-01-01",90,3228852.17165709,484830.586209906,2382885.8715035,4278681.05776583,90,2907803.85440623,420524.297245293,2170723.40203952,3815366.5115269,90,2824561.90319701,NA,NA,NA,90,2997012.48316289,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2004-04-01",92,2965950.98191398,427258.459358348,2216722.77424195,3887733.16109982,92,2950020.92008142,406755.271700034,2233161.05740286,3824292.16826404,92,2534683.3408015,NA,NA,NA,92,2606605.85367757,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2004-07-01",92,2426407.99739121,356359.580818058,1802936.0703463,3196533.19461857,92,2364525.54236948,337491.52734134,1772072.59809224,3092059.87994598,92,2520360.56533146,NA,NA,NA,92,2460276.24462125,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2004-10-01",92,2667960.90366972,379210.053597889,2001949.86357577,3485133.57602894,92,2838421.94542417,410864.506804185,2118350.12606034,3725207.58256063,92,1965923.33432968,NA,NA,NA,92,2146268.84288846,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2005-01-01",89,3668104.01595553,542712.244120009,2719438.72639706,4841719.65498568,89,3047558.02135454,449968.577023415,2260813.35223007,4020437.12104288,89,3192923.09536909,NA,NA,NA,89,3696962.61803308,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2005-04-01",92,2623254.69372359,355545.549506461,1995453.81781834,3386363.94540481,92,2456886.5721299,339255.890385021,1859084.36993703,3186165.52528327,92,1303655.47430726,NA,NA,NA,92,1173770.31005748,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2005-07-01",92,2308061.96803638,316529.738899145,1749879.02032472,2988097.16714703,92,2047797.50906554,288389.174018279,1540758.48056873,2668765.90789329,92,1524521.90998426,NA,NA,NA,92,1548812.25881557,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2005-10-01",92,2334705.69415448,317832.590515655,1773767.74144242,3017120.58236402,92,2273822.53648677,336859.437665168,1685081.95671505,3002365.3231335,92,2527907.44874613,NA,NA,NA,92,2526896.06556211,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2006-01-01",89,3316765.24677874,452700.274136898,2518030.81484634,4288963.45597266,89,2886855.83928259,409978.134288639,2166736.60565116,3770267.90949273,89,1952320.26812385,NA,NA,NA,89,2363287.87034733,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2006-04-01",92,2353056.59116008,327305.982934496,1776785.77471267,3057081.84873931,92,2041563.5822623,318434.914860992,1488575.5400587,2733478.61430484,92,1960173.11307145,NA,NA,NA,92,1956838.81385501,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2006-07-01",92,2027003.2590735,279095.276026278,1535052.41058155,2626814.08532866,92,1490085.32327949,250684.298219141,1059117.67845715,2038717.10841836,92,1871151.62266039,NA,NA,NA,92,1770876.64149225,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2006-10-01",92,2651849.16290903,346747.829925261,2037212.50633202,3393897.80716729,92,2568608.9400918,381780.701706414,1901622.76677344,3394545.92509444,92,2197308.08446579,NA,NA,NA,92,2380133.83908794,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2007-01-01",89,4889218.07717107,771413.953300151,3551573.60776274,6567181.3768576,89,3477783.11212636,619986.091614552,2420735.17694636,4842509.12375681,89,5670760.45434754,NA,NA,NA,89,7130802.82463703,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2007-04-01",92,2814402.46663934,369472.488148515,2159760.71767407,3605336.48236279,92,2542763.81552033,383312.147170013,1874256.57051798,3373062.36057645,92,2166964.8497001,NA,NA,NA,92,2067558.12390768,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2007-07-01",92,2910266.32901702,413913.842572002,2183358.17941927,3802272.28424461,92,2486838.83166493,378805.621543679,1827042.64376459,3308148.07759728,92,2158680.9782283,NA,NA,NA,92,2219441.31801177,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2007-10-01",92,2725318.93658208,356549.203517136,2093345.05428032,3488376.30068573,92,2533707.00920554,382718.865595569,1866400.62316393,3362871.21372741,92,2151044.90945199,NA,NA,NA,92,2712012.25029015,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2008-01-01",90,4082005.53517635,550514.277179739,3109411.41406979,5263091.5635932,90,3467105.85804855,504309.553393846,2583771.2681253,4556039.63856201,90,1561166.04847183,NA,NA,NA,90,1841248.80430506,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2008-04-01",92,3911043.78194909,532494.303508606,2971265.96851086,5054368.74699538,92,3462511.10193248,499512.742193734,2586728.61983786,4540312.81837793,92,3604300.82247241,NA,NA,NA,92,3594393.06481891,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2008-07-01",92,2993385.32622599,406796.777302632,2275298.96384245,3866688.74466899,92,2673893.09634144,393346.596954375,1985844.4117368,3524072.68098931,92,3121509.60067445,NA,NA,NA,92,2795079.15183972,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2008-10-01",92,2936703.7203079,380385.283846481,2261773.08565237,3750121.24752732,92,2805988.26684698,417764.464993705,2076285.87149593,3709907.10990285,92,2786908.7145881,NA,NA,NA,92,3056688.38750964,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2009-01-01",89,4804478.34523985,689101.32193196,3595474.7862273,6290608.26205871,89,3954861.16311965,587381.494080032,2928588.49953125,5225505.78225131,89,3796225.75054164,NA,NA,NA,89,3776319.79185856,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2009-04-01",92,3470336.87639891,459772.81670248,2656492.62451241,4455308.23478405,92,3237662.39204301,470499.754368011,2413457.70968232,4253509.78561879,92,2390894.6534279,NA,NA,NA,92,2463574.84405147,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2009-07-01",92,4290851.17532139,727868.469305582,3040967.85511019,5885109.8242482,92,4303763.43049143,723973.582339654,3059116.89216838,5888191.33322895,92,4542650.50980024,NA,NA,NA,92,5145074.84248093,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2009-10-01",92,5672974.08429121,1042358.15707359,3903855.31196312,7974580.36420224,92,5366455.93625151,923706.206890261,3783546.99809091,7392578.39232367,92,5534924.22537536,NA,NA,NA,92,5228148.52469176,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2010-01-01",89,6189892.94753154,1027859.39661928,4419653.72369712,8436550.06652153,89,4678416.59632751,835776.245970344,3253898.93415111,6518537.7846629,89,4750887.90760282,NA,NA,NA,89,4461785.97745494,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2010-04-01",92,3836976.26612847,527714.158621976,2906677.46053151,4970993.40646724,92,3708471.64078316,525716.840983193,2784868.48327132,4841100.58574018,92,4296310.16269991,NA,NA,NA,92,4177626.35400047,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2010-07-01",92,3218084.88730811,455318.423924289,2417982.93121393,4198881.66432186,92,2982228.60537206,424614.394255659,2236623.00200661,3897381.2388313,92,3469318.52444054,NA,NA,NA,92,3037537.4687107,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2010-10-01",92,3481685.10044888,474466.068644258,2644402.67261378,4500493.67242379,92,3685772.20173389,532822.138756434,2751816.37986726,4835652.88286764,92,3095827.19286574,NA,NA,NA,92,3245344.13077561,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2011-01-01",89,5807775.6810574,931723.192177861,4195660.81576286,7837604.94747213,89,4976049.3264426,769322.038558901,3638557.98915255,6646321.77983587,89,5385436.68109392,NA,NA,NA,89,6983455.68488785,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2011-04-01",92,4226902.90516108,613689.416604307,3151746.10677586,5551801.35113575,92,4307574.90384791,612324.851754756,3232155.55021853,5627107.31749324,92,4047861.70965617,NA,NA,NA,92,4329071.48108308,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2011-07-01",92,3501918.72250706,520442.795255595,2592671.86613955,4627823.27962647,92,3521392.72061798,507406.365328974,2631647.00470433,4616113.90101637,92,3432942.89790056,NA,NA,NA,92,2853449.92915358,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2011-10-01",92,4517393.08559291,700965.332599744,3299306.19582157,6039766.92315892,92,5200772.42138693,832519.871719994,3759889.2218336,7014105.7776221,92,4730961.92529215,NA,NA,NA,92,5517623.27472148,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2012-01-01",90,5142666.56750022,788408.487079209,3770536.1386792,6853058.64202783,90,5349357.56356672,783313.453179211,3978417.94285663,7041725.39431376,90,8182415.59486275,NA,NA,NA,90,7542582.68238646,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2012-04-01",92,4584557.40858495,720163.052984213,3335071.80552442,6150398.67869318,92,5117395.48776297,799282.863615262,3729618.7167043,6854346.0292385,92,5165254.35299368,NA,NA,NA,92,5056559.28147557,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2012-07-01",92,4283344.41897598,710264.451552237,3059849.40005668,5835602.1799947,92,4941460.48962769,839047.517665313,3500858.44693001,6779411.32861639,92,3907129.87381452,NA,NA,NA,92,3656941.17891936,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2012-10-01",92,3756252.47177199,565102.230264712,2770454.03295998,4980107.82572677,92,4588411.88351775,746493.498753227,3299192.53112593,6216866.73758853,92,3874738.75806453,NA,NA,NA,92,3546127.53548085,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2013-01-01",89,6106037.33346529,1016931.25050856,4355327.35512517,8329443.49419298,89,6733250.55238675,1151236.458341,4758561.81217608,9256780.36044647,89,5709510.51768567,NA,NA,NA,89,6123940.18313767,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2013-04-01",92,4984996.05378539,824412.311385742,3564354.57266296,6786256.33418191,92,6029743.11922913,1072804.68667596,4200126.76455283,8390748.29289732,92,4910194.29489859,NA,NA,NA,92,5283826.07484361,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2013-07-01",92,4306676.58684108,733234.577994177,3048225.8381446,5913267.75557359,92,5409849.57861444,1032030.59772886,3668481.19181881,7697677.64155716,92,3912212.08122103,NA,NA,NA,92,3788373.49625269,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2013-10-01",92,4665219.56176605,765722.737619348,3344360.23284992,6337033.75514222,92,6728547.39417958,1410712.68335272,4385598.54781548,9888510.39271739,92,4181909.34462742,NA,NA,NA,92,4358999.27679695,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2014-01-01",89,2799989.53567617,575021.954714391,1841524.16285236,4085024.87700296,89,3481161.32539618,736905.810016327,2259370.74856006,5133616.79173292,89,2812560.35153984,NA,NA,NA,89,3123815.87938649,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
"MOGU02900","NO3","2014-04-01",92,2359367.02221503,522116.369143903,1500688.04159871,3536200.56803304,92,2242955.34159024,505133.931821995,1414951.68290468,3383864.79490381,92,2818918.95610929,NA,NA,NA,92,2725909.49683286,NA,NA,NA,NA,NA,NA,NA,NA,"1.2.0","2017-12-12 14:31:59"
