"site.id","constituent","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL5.years.record","RL5.years.complete","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","RL7.years.record","RL7.years.complete","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","CMP.years.record","CMP.years.complete","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","INT.years.record","INT.years.complete","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","BRE.years.record","BRE.years.complete","loadflex.version","run.date"
"RONC02800","PT",23327.575991223,118158.385289478,129.611364174771,157507.151236271,15,13,228821.518015125,5750177.0441435,62.6903541752853,1320496.06335944,15,7,17795.5052642545,NA,NA,NA,15,13,12326.495439849,NA,NA,NA,15,13,14215.0880461293,2161.14633814426,9979.24122336657,18450.9348688921,NA,NA,"1.1.11","2017-06-11 21:39:55"
"MOGU02900","PT",737278.145602509,84901.3565510688,584886.213911591,917212.863386985,15,13,747068.251860441,92448.5160935251,582268.56131089,944054.323161474,15,13,653518.765212072,NA,NA,NA,15,13,628970.229655784,NA,NA,NA,15,13,666184.187644294,41546.0686715936,584753.89304797,747614.482240617,NA,NA,"1.1.11","2017-06-11 21:39:55"
"ORIZ02900","PT",28703.3609323223,3006.79482304018,23261.4919530031,35033.8768978224,15,13,28663.3979614494,3039.69678370815,23167.6287329141,35068.4738567713,15,13,25896.9262152049,NA,NA,NA,15,13,27799.775434979,NA,NA,NA,15,13,28108.7719382476,2297.31069074305,23606.0429843913,32611.500892104,NA,NA,"1.1.11","2017-06-11 21:39:55"
