"site.id","constituent","RL5.Flux_Rate","RL5.SE","RL5.CI_lower","RL5.CI_upper","RL5.years.record","RL5.years.complete","RL7.Flux_Rate","RL7.SE","RL7.CI_lower","RL7.CI_upper","RL7.years.record","RL7.years.complete","CMP.Flux_Rate","CMP.SE","CMP.CI_lower","CMP.CI_upper","CMP.years.record","CMP.years.complete","INT.Flux_Rate","INT.SE","INT.CI_lower","INT.CI_upper","INT.years.record","INT.years.complete","BRE.Flux_Rate","BRE.SE","BRE.CI_lower","BRE.CI_upper","BRE.years.record","BRE.years.complete","loadflex.version","run.date"
"RONC02800","PT",22696.1533546667,75201.1760175492,298.820160238865,143909.871303927,13,12,228821.518015125,5750177.0441435,62.6903541752853,1320496.06335944,13,7,17769.5554507182,NA,NA,NA,13,12,12306.968024354,NA,NA,NA,13,12,14160.645714127,2219.87012353147,9809.70027200536,18511.5911562487,13,0,"1.2.0",2017-12-05 12:17:43
