"site.id","constituent","multi_year_avg.rloadest","SE.rloadest","CI_lower.rloadest","CI_upper.rloadest","multi_year_avg.interpolation","SE.interpolation","CI_lower.interpolation","CI_upper.interpolation","multi_year_avg.composite","SE.composite","CI_lower.composite","CI_upper.composite"
"MOGU02900","PT",1466.56136524727,21.3121059500189,1424.79040515053,1508.332325344,1317.42931357228,16.1117377121396,1285.85088792813,1349.00773921643,1362.04808772968,29.6235230491676,1303.98704945812,1420.10912600124
"ORIZ02900","PT",90.9574736749129,1.23977739161814,88.5275546384943,93.3873927113314,93.070738506152,1.66577996104698,89.8058697763314,96.3356072359726,86.6551049092853,2.23194122272175,82.2805804971404,91.0296293214302
"RONC02800","PT",95.6839174856778,10.4340929580511,75.2334710765547,116.134363894801,33.145256614142,0.543378214744464,32.0802548832592,34.2102583450248,75.8061958735948,1.65447920831218,72.5634762121326,79.0489155350571
