"site.name","site.id","constituent","consti.name","conc.units","flow.units","load.units","load.rate.units","lat","lon","basin.area","flow.site.name","flow.site.id","flow.lat","flow.lon","flow.basin.area","basin.area.units","basin.area.ratio.QC","fitdat.start","fitdat.end","fitdat.num.total","fitdat.num.incomplete","fitdat.num.censored","fitdat.min.gap.days","fitdat.max.gap.days","fitdat.median.gap.days","estdat.start","estdat.end","estdat.num.total","estdat.num.incomplete","estdat.min.gap.days","estdat.max.gap.days","estdat.median.gap.days"
"Raccoon River at Des Moines, IA","Rac","NO23","NO23","mg L^-1","m^3 s^-1","kg","kg d^-1",41.58165598,-93.6429964,9388.7068625,"Raccoon River at Des Moines, IA","Rac",41.58165598,-93.6429964,9388.7068625,"km^2",1,1999-03-03,2008-04-21,243,0,243,1,111,8,1998-10-01,2008-09-30,3653,0,1,1,1
