"site.id","constituent","RL5.eqn","RL5.RMSE","RL5.r.squared","RL5.p.value","RL5.cor.resid","RL5.PPCC","RL5.Intercept","RL5.lnQ","RL5.DECTIME","RL5.sin.DECTIME","RL5.cos.DECTIME","RL5.Intercept.SE","RL5.lnQ.SE","RL5.DECTIME.SE","RL5.sin.DECTIME.SE","RL5.cos.DECTIME.SE","RL5.Intercept.p.value","RL5.lnQ.p.value","RL5.DECTIME.p.value","RL5.sin.DECTIME.p.value","RL5.cos.DECTIME.p.value","RL7.eqn","RL7.RMSE","RL7.r.squared","RL7.p.value","RL7.cor.resid","RL7.PPCC","RL7.Intercept","RL7.lnQ","RL7.lnQ2","RL7.DECTIME","RL7.DECTIME2","RL7.sin.DECTIME","RL7.cos.DECTIME","RL7.Intercept.SE","RL7.lnQ.SE","RL7.lnQ2.SE","RL7.DECTIME.SE","RL7.DECTIME2.SE","RL7.sin.DECTIME.SE","RL7.cos.DECTIME.SE","RL7.Intercept.p.value","RL7.lnQ.p.value","RL7.lnQ2.p.value","RL7.DECTIME.p.value","RL7.DECTIME2.p.value","RL7.sin.DECTIME.p.value","RL7.cos.DECTIME.p.value","CMP.RMSE.log","CMP.reg.durbin.watson","CMP.reg.rho","CMP.int.durbin.watson","CMP.int.rho","CMP.correction.frac","INT.RMSE.lin","INT.durbin.watson","INT.rho","INT.acf1","INT.acf1demean","INT.corlag1","BRE.nstrata","loadflex.version","run.date"
"ORIZ02900","PT","PT ~ model(7)",0.756772148177611,0.330379969964383,3.90785211823452e-06,0.359579454981185,0.963544415615814,-2.02590256481067,-0.638070683499658,-0.00457051978817606,-0.255502902017619,0.141519429714251,0.0889215278073292,0.218906410449468,0.024197964125063,0.176804008550415,0.149930383055507,7.07179262842765e-37,0.00337985525701121,0.845084999766494,0.137725200657186,0.330290705957221,"PT ~ model(9)",0.718606957683372,0.41322482268356,3.59956578321885e-07,0.387259758925791,0.943596159295559,-2.301342352421,-0.556527524291645,0.503943965414357,-0.0130184497634099,0.00584504805120624,-0.285988630991578,0.0454843858482692,0.141310782288746,0.223940651380973,0.172091071948905,0.0233147402997388,0.00775603534586851,0.173167617975252,0.148519427081436,6.63491923246742e-28,0.0106959783884529,0.00284732707354764,0.558307297463756,0.429938975263978,0.0860721685574753,0.747981320505279,NA,1.12021052514874,0.433044317453205,1.12021052514874,0.433044317453205,0.557792690057447,0.32960602479164,0.711267953229486,0.639083205550925,0.633213533537884,0.398405065977831,0.400411605972208,4,"1.2.0",2017-12-05 12:17:43
