"site.name","site.id","constituent","consti.name","conc.units","flow.units","load.units","load.rate.units","lat","lon","basin.area","flow.site.name","flow.site.id","flow.lat","flow.lon","flow.basin.area","basin.area.units","basin.area.ratio.QC","fitdat.start","fitdat.end","fitdat.num.total","fitdat.num.incomplete","fitdat.num.censored","fitdat.min.gap.days","fitdat.max.gap.days","fitdat.median.gap.days","estdat.start","estdat.end","estdat.num.total","estdat.num.incomplete","estdat.min.gap.days","estdat.max.gap.days","estdat.median.gap.days","loadflex.version","run.date"
"Ronc","RONC02800","PT","Total Phosophorus","mg L^-1","m^3 s^-1","kg","kg d^-1",-20.25,-48.43,100,"Ronc","RONC02800",-20.25,-48.43,100,"km^2",1,2010-03-16,2014-12-10,26,0,4,34,119,63,2002-10-01,2014-12-31,4475,0,1,1,1,"1.2.0","2017-12-12 14:31:59"
